listing_id,title,district,property_type,price_hkd,usable_area_sqft,bedrooms,bathrooms,agency,image_url,url,fetched_at
3915343,近朗豪坊 活化唐樓 4樓單位多窗 適合小家庭及年輕在職人士 傢俬另議 業主盤免佣,旺角,唐樓,13000,429,2,1,,https://i1.28hse.com/2026/07/202607031146486384492_thumb.jpg,https://www.28hse.com/rent/apartment/property-3915343,2026-08-02T21:33:05.478720+00:00
3954444,近旺角東站 高層電梯 兩房巨廳,旺角,百寶大廈,15500,435,2,1,君皇地產有限公司,https://i1.28hse.com/2026/08/202608011718568165271_thumb.jpg,https://www.28hse.com/rent/apartment/property-3954444,2026-08-02T21:33:05.478720+00:00
3908097,有平地電梯，獨立大2房2廳 可以換水電名字，企理乾淨，可即看即租,旺角,藝興大廈,17000,638,2,1,穌壕地產,https://i1.28hse.com/2026/07/202607201626195120489_thumb.jpg,https://www.28hse.com/rent/apartment/property-3908097,2026-08-02T21:33:05.478720+00:00
3927412,獨家代理 唐六樓 地鐵上蓋 三房廳,旺角,,14500,622,3,1,富旺地產代理有限公司,https://i1.28hse.com/2026/07/202607111000575727091_thumb.jpg,https://www.28hse.com/rent/apartment/property-3927412,2026-08-02T21:33:05.478720+00:00
3763076,"旺角附近實用3房1龐,乾濕分離",旺角,恒通大廈,13800,475,3,1,龍鳳地產-富多來商場,https://i1.28hse.com/2026/06/2026060616114762285_thumb.jpg,https://www.28hse.com/rent/apartment/property-3763076,2026-08-02T21:33:05.478720+00:00
3957196,旺角近地鐵 雅装大一房帶傢電 筍,旺角,黃金大廈,15900,420,1,1,富旺地產代理有限公司,https://i1.28hse.com/2026/08/202608022015545077542_thumb.jpg,https://www.28hse.com/rent/apartment/property-3957196,2026-08-02T21:33:05.478720+00:00
3932789,【 黃金大廈】核心地點 交通方便 實用二房 型格設計 乾淨企理 歡迎約睇,旺角,黃金大廈,16000,420,1,1,駿輝地產安業有限公司,https://i1.28hse.com/2026/08/202608021859166897134_thumb.jpg,https://www.28hse.com/rent/apartment/property-3932789,2026-08-02T21:33:05.478720+00:00
3940080,靚裝兩房，特大客廳，包電器，乾濕分離,旺角,百寶大廈,15500,435,2,1,駿輝地產建榮有限公司,https://i1.28hse.com/2026/08/202608011633215449358_thumb.jpg,https://www.28hse.com/rent/apartment/property-3940080,2026-08-02T21:33:05.478720+00:00
3954240,旺角東兩房一廳 鳳凰層光猛開揚 廁所乾濕分離 近地鐵 旺角東落嚟1分鐘 歡迎約睇,旺角,百寶大廈,15500,435,2,1,君皇地產有限公司,https://i1.28hse.com/2026/08/202608020039166868242_thumb.jpg,https://www.28hse.com/rent/apartment/property-3954240,2026-08-02T21:33:05.478720+00:00
3955748,【百寶大廈】交通方便 實用兩房 高層開揚 合家庭客 歡迎學生 立即約睇,旺角,百寶大廈,15500,435,2,1,駿輝地產安業有限公司,https://i1.28hse.com/2026/08/202608012057081415567_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955748,2026-08-02T21:33:05.478720+00:00
3955607,"*近旺角東站 高層兩房 巨廳大房 連雪櫃, 洗衣機 平地電梯 歡迎約睇*",旺角,百寶大廈,15500,435,2,1,廣信地產顧問有限公司,https://i1.28hse.com/2026/08/202608011915571151853_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955607,2026-08-02T21:33:05.478720+00:00
3130092,1分鐘旺角地鐵站，可以租學生,旺角,雅佳樓,15000,400,2,,明威置業,https://i1.28hse.com/2024/08/202408031247145082289_thumb.jpg,https://www.28hse.com/rent/apartment/property-3130092,2026-08-02T21:33:05.478720+00:00
3955438,全屋靚裝，鄰近地鐵站，衣食住行樣樣齊，歡迎約睇,旺角,黃金大廈,15900,420,1,1,八達地產代理有限公司,https://i1.28hse.com/2026/08/202608011802058551608_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955438,2026-08-02T21:33:05.478720+00:00
3943397,1分鐘到地鐵//重本裝修//乾濕分離//巨廳//有大量傢俬家電配套//激罕靚裝,旺角,黃金大廈,16000,420,1,1,駿輝地產投資有限公司,https://i1.28hse.com/2026/08/202608010220526126590_thumb.jpg,https://www.28hse.com/rent/apartment/property-3943397,2026-08-02T21:33:05.478720+00:00
3955409,有匙即睇 兩房一廳 近旺角東站旺角站 求好客,旺角,百寶大廈,15500,435,2,1,君皇地產有限公司,https://i1.28hse.com/2026/08/202608011750203089040_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955409,2026-08-02T21:33:05.478720+00:00
3955276,大兩房，交通方便，生活配套齊全。,旺角,百寶大廈,15500,435,2,1,駿輝地產建榮有限公司,https://i1.28hse.com/2026/08/202608011658185530064_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955276,2026-08-02T21:33:05.478720+00:00
3955216,近旺角東站近地鐵 2房大廳 高層電梯,旺角,百寶大廈,15500,435,2,1,沙龍地產,https://i1.28hse.com/2026/08/202608011629282193068_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955216,2026-08-02T21:33:05.478720+00:00
3955182,筍租 475呎 兩房半 乾濕分離 大大間 四通八達 求好客,旺角,恒通大廈,13800,475,2,1,龍鳳地產-大全街分行,https://i1.28hse.com/2026/08/202608011611464202164_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955182,2026-08-02T21:33:05.478720+00:00
3955114,近太子Moko，兩房，巨大客廳，近地鐵,旺角,百寶大廈,15500,435,2,1,富榮地產代理,https://i1.28hse.com/2026/08/20260801154638498000_thumb.jpg,https://www.28hse.com/rent/apartment/property-3955114,2026-08-02T21:33:05.478720+00:00
3934404,3房 旺角中層 地鉄行3分鐘,旺角,大安大廈,16000,452,3,1,泰安地產,https://i1.28hse.com/2026/08/202608011214453897957_thumb.jpg,https://www.28hse.com/rent/apartment/property-3934404,2026-08-02T21:33:05.478720+00:00
3954459,靚裝修，交通方便，生活配套齊全。,旺角,黃金大廈,15900,420,1,1,駿輝地產建榮有限公司,https://i1.28hse.com/2026/08/202608010122581292435_thumb.jpg,https://www.28hse.com/rent/apartment/property-3954459,2026-08-02T21:33:05.478720+00:00
3925783,"《✿獨立單位✿》近地鐵站,唐樓雅裝三房兩廳單位",旺角,唐樓,13000,515,3,1,堅旺地產有限公司,https://i1.28hse.com/2026/07/20260724022814264615_thumb.jpg,https://www.28hse.com/rent/apartment/property-3925783,2026-08-02T21:33:05.478720+00:00
3953292,油尖旺區罕有平價三房，家電全齊，拎包入住，歡迎學生， 1分鐘到旺角地鐵站及旺角東,旺角,大安大廈,16000,452,3,1,泰安地產,https://i1.28hse.com/2026/07/202607311314267726211_thumb.jpg,https://www.28hse.com/rent/apartment/property-3953292,2026-08-02T21:33:05.478720+00:00
3864001,開揚多窗，實用平租,旺角,新江大樓,16000,415,1,1,大同地產發展有限公司,https://i1.28hse.com/2026/07/202607152335463508391_thumb.jpg,https://www.28hse.com/rent/apartment/property-3864001,2026-08-02T21:33:05.478720+00:00
3924617,"平租,2分鐘到旺角地鐵,中層3房有裝修,傢俬電器齊,歡迎學生租,有匙即睇,快者得",旺角,大安大廈,16000,452,3,1,富榮地產代理,https://i1.28hse.com/2026/07/20260730125429164851_thumb.jpg,https://www.28hse.com/rent/apartment/property-3924617,2026-08-02T21:33:05.478720+00:00
3935912,"近地鐵, 可宿舍",旺角,唐樓,10000,586,2,1,鉅泰地產,https://i1.28hse.com/2026/07/202607291634208935742_thumb.jpg,https://www.28hse.com/rent/apartment/property-3935912,2026-08-02T21:33:05.478720+00:00
3951354,旺角核心區 2房雅裝 衣食住行一應俱全 交通便利,旺角,得寶大廈,16000,407,2,,鴻發地產物業,https://i1.28hse.com/2026/07/202607291823381027478_thumb.jpg,https://www.28hse.com/rent/apartment/property-3951354,2026-08-02T21:33:05.478720+00:00
3782429,唐樓高層 大三房巨廳 舒適空間 鄰近地鐵站 交通方便,旺角,西洋菜南街154-158號,15000,490,3,1,富榮地產代理,https://i1.28hse.com/2026/03/20260322230023727391_thumb.jpg,https://www.28hse.com/rent/apartment/property-3782429,2026-08-02T21:33:05.478720+00:00
3950283,￼旺角2房大廳！開揚遠景 面積實用環境舒適 旺中帶靜 連雪櫃和洗衣機 歡迎約睇,旺角,藝興大廈,17000,638,2,1,廣信地產顧問有限公司,https://i1.28hse.com/2026/07/202607282037261592778_thumb.jpg,https://www.28hse.com/rent/apartment/property-3950283,2026-08-02T21:33:05.478720+00:00
3949360,"鄰近旺角站頂層三房一廳,翻新裝修,曲尺單邊,廚廁分開,洗衣機位,樓下有保安",旺角,恒通大廈,14300,475,3,1,廸昌地產代理,https://i1.28hse.com/2026/07/202607281312004766148_thumb.jpg,https://www.28hse.com/rent/apartment/property-3949360,2026-08-02T21:33:05.478720+00:00
3949078,《有片》旺角 平價2房,旺角,華懋王子大廈,11500,410,2,1,駿輝地產建榮有限公司,https://i1.28hse.com/2026/07/202607280015212828924_thumb.jpg,https://www.28hse.com/rent/apartment/property-3949078,2026-08-02T21:33:05.478720+00:00
3948683,《位置方便》近朗豪坊✦近MTR✦間隔分明✦舒適雅裝✦,旺角,,12800,429,2,1,駿輝地產發展有限公司,https://i1.28hse.com/2026/07/20260727173544894687_thumb.jpg,https://www.28hse.com/rent/apartment/property-3948683,2026-08-02T21:33:05.478720+00:00
3947964,旺角上海街2/F唐三樓，3房1廳2廁，可改4房，新裝修，樓梯干淨企理,旺角,唐樓,16800,600,3,2,通達物業顧問有限公司,https://i1.28hse.com/2026/07/202607271126042676463_thumb.jpg,https://www.28hse.com/rent/apartment/property-3947964,2026-08-02T21:33:05.478720+00:00
3946745,~~ 企理大兩房，同區多間約睇 ~~,旺角,源發大廈,14500,412,2,1,廣信地產顧問有限公司,https://i1.28hse.com/2026/07/202607251928537883161_thumb.jpg,https://www.28hse.com/rent/apartment/property-3946745,2026-08-02T21:33:05.478720+00:00
3930291,雅裝3房，連傢電，平地電梯,旺角,鴻光大廈,17000,412,3,1,金國置業,https://i1.28hse.com/2026/07/202607291334598127935_thumb.jpg,https://www.28hse.com/rent/apartment/property-3930291,2026-08-02T21:33:05.478720+00:00
3940187,3分鐘直達旺角地鐵站 ，大一房大廳 24小時保安 有匙即看,旺角,黃金大廈,16000,420,1,1,駿輝地產港一有限公司,https://i1.28hse.com/2026/07/202607311839536465662_thumb.jpg,https://www.28hse.com/rent/apartment/property-3940187,2026-08-02T21:33:05.478720+00:00
3939455,［翠園大樓］3房1廳 連傢俬,旺角,翠園大樓,16800,427,3,,明威置業,https://i1.28hse.com/2026/07/202607201406453553576_thumb.jpg,https://www.28hse.com/rent/apartment/property-3939455,2026-08-02T21:33:05.478720+00:00
3861077,地铁D出口，2房,旺角,利群大廈,16800,535,2,1,中聯集團,https://i1.28hse.com/2026/06/202606151737398576023_thumb.jpg,https://www.28hse.com/rent/apartment/property-3861077,2026-08-02T21:33:05.478720+00:00
3935464,近旺角地鐵站。 樓下巴士站 交通方便 罕有二房,旺角,利群大廈,16500,535,3,1,富榮地產代理,https://i1.28hse.com/2026/07/202607311208585356815_thumb.jpg,https://www.28hse.com/rent/apartment/property-3935464,2026-08-02T21:33:05.478720+00:00
3926029,太子名廈。單位實用 四正企理2房,旺角,東海大廈,16300,496,2,1,富榮地產代理,https://i1.28hse.com/2026/07/202607101208151767228_thumb.jpg,https://www.28hse.com/rent/apartment/property-3926029,2026-08-02T21:33:05.478720+00:00
3767672,"****新裝修, 獨家代理有匙 ! ***",旺角,利群大廈,17000,582,3,1,雅景物業有限公司,https://i1.28hse.com/2026/03/20260311115004988642_thumb.jpg,https://www.28hse.com/rent/apartment/property-3767672,2026-08-02T21:33:05.478720+00:00
3876678,罕有放盤指定代理@ 歡迎學生 家庭客 近太子站 2房乾濕分離 平地電梯,旺角,百寶大廈,15500,435,2,1,世紀21廣發,https://i1.28hse.com/2026/08/202608011722458371998_thumb.jpg,https://www.28hse.com/rent/apartment/property-3876678,2026-08-02T21:33:05.478720+00:00
3782869,"全城最靚仔,50萬豪裝,7分鐘太子站,旺中帶靜",旺角,荔塘大廈,15800,429,2,1,富榮地產代理,https://i1.28hse.com/2026/03/202603301230446757922_thumb.jpg,https://www.28hse.com/rent/apartment/property-3782869,2026-08-02T21:33:05.478720+00:00
3919311,旺角波鞋街。交通方便 近地鐵站,旺角,唐樓,13500,410,2,1,富榮地產代理,https://i1.28hse.com/2026/07/202607051646062034050_thumb.jpg,https://www.28hse.com/rent/apartment/property-3919311,2026-08-02T21:33:05.478720+00:00
3928970,"新放,太子站靚裝,業主易溝通,歡迎學生,條件可傾",太子,寶興大樓,16800,405,2,1,富榮地產代理,https://i1.28hse.com/2026/07/20260727185905617888_thumb.jpg,https://www.28hse.com/rent/apartment/property-3928970,2026-08-02T21:33:05.478720+00:00
3946960,太子分租大房，业主直租,太子,寶興大樓,9800,405,2,1,,https://i1.28hse.com/2026/07/202607261235086086192_thumb.jpg,https://www.28hse.com/rent/apartment/property-3946960,2026-08-02T21:33:05.478720+00:00
3943985,"全新裝修，梗廚,兩大房",太子,利泰大樓,16800,413,2,1,富榮地產代理,https://i1.28hse.com/2026/07/202607231914241007414_thumb.jpg,https://www.28hse.com/rent/apartment/property-3943985,2026-08-02T21:33:05.478720+00:00
3936655,兩房一廳 大大間 求好客 近太子站 即約即睇,太子,利泰大樓,16800,407,2,1,君皇地產有限公司,https://i1.28hse.com/2026/07/202607300134324575896_thumb.jpg,https://www.28hse.com/rent/apartment/property-3936655,2026-08-02T21:33:05.478720+00:00
3934676,"新放,獨家,7分鐘太子站,60萬裝修,非常罕有",太子,恒滿樓,16800,407,2,1,富榮地產代理,https://i1.28hse.com/2026/07/202607271909026052094_thumb.jpg,https://www.28hse.com/rent/apartment/property-3934676,2026-08-02T21:33:05.478720+00:00
3890910,［利泰大廈］兩大房大廳，梗廚，乾濕分離，已翻新，3分鐘到地鐵卜。,太子,利泰大樓,16800,407,2,1,鴻利物業代理有限公司,https://i1.28hse.com/2026/06/202606141452443703708_thumb.jpg,https://www.28hse.com/rent/apartment/property-3890910,2026-08-02T21:33:05.478720+00:00
3940234,太子萬安大廈三房一廳租14300,太子,單幢樓房,14300,420,3,1,旗昌地產公司,https://i1.28hse.com/2026/07/202607211003471089434_thumb.jpg,https://www.28hse.com/rent/apartment/property-3940234,2026-08-02T21:33:05.478720+00:00
3930951,唐5樓！家庭客優先！三房一廳！大廳大房！新淨企理！,太子,歡樂樓,12000,580,3,1,駿輝地產旺角有限公司,https://i1.28hse.com/2026/07/20260724005832436283_thumb.jpg,https://www.28hse.com/rent/apartment/property-3930951,2026-08-02T21:33:05.478720+00:00
3930954,全新靚盤！兩房一廳！空間感十足！,太子,利泰大樓,16800,407,2,,駿輝地產旺角有限公司,https://i1.28hse.com/2026/07/202607132011016098962_thumb.jpg,https://www.28hse.com/rent/apartment/property-3930954,2026-08-02T21:33:05.478720+00:00
3954614,(｡ì _ í｡)超大間407呎！兩房一廳【利泰大樓】太子道西！靚仔裝修！約睇！,太子,利泰大樓,16500,407,2,1,駿輝地產旺角有限公司,https://i1.28hse.com/2026/08/202608011127336215066_thumb.jpg,https://www.28hse.com/rent/apartment/property-3954614,2026-08-02T21:33:05.478720+00:00
3890107,巨廳！新裝修兩房、高層、24小時保安,太子,利泰大樓,16800,407,2,1,駿輝地產旺角有限公司,https://i1.28hse.com/2026/06/202606211746293420473_thumb.jpg,https://www.28hse.com/rent/apartment/property-3890107,2026-08-02T21:33:05.478720+00:00
3911885,（獨家）中層唐樓大單位 鄰近兩鐵路站 位置寧靜 有街閘,太子,單幢樓房,13800,650,2,1,鴻發地產物業,https://i1.28hse.com/2026/07/202607101624267126564_thumb.jpg,https://www.28hse.com/rent/apartment/property-3911885,2026-08-02T21:33:05.478720+00:00
3931562,"【VR/圖則,行6層樓梯】歡迎大學生,2房,連床、櫃,翻新裝修,太子/旺角東站",太子,花園街175-177號,12000,459,2,1,小村置業有限公司,https://i1.28hse.com/2026/07/202607141437471689863_thumb.jpg,https://www.28hse.com/rent/apartment/property-3931562,2026-08-02T21:33:05.478720+00:00
3951640,"*太子站*新裝修高層兩房大廳*寧靜方便,梗廚,乾明廁,兩部新電梯",太子,利泰大樓,16800,407,2,1,晉聯地產(太子),https://i1.28hse.com/2026/07/202607292252468269337_thumb.jpg,https://www.28hse.com/rent/apartment/property-3951640,2026-08-02T21:33:05.478720+00:00
3950872,兩大房，交通方便，生活配套齊全。,太子,寶興大廈,16800,405,2,1,駿輝地產建榮有限公司,https://i1.28hse.com/2026/07/202607291457388055599_thumb.jpg,https://www.28hse.com/rent/apartment/property-3950872,2026-08-02T21:33:05.478720+00:00
3940659,旺角電梯獨立兩房 乾淨企理,太子,利泰大樓,16800,407,2,1,駿輝地產皓譽有限公司,https://i1.28hse.com/2026/07/202607221924233038583_thumb.jpg,https://www.28hse.com/rent/apartment/property-3940659,2026-08-02T21:33:05.478720+00:00
3950168,家庭客首選！24小時保安、大廳大房，求好租客,太子,歡樂樓,12000,480,3,1,駿輝地產旺角有限公司,https://i1.28hse.com/2026/07/202607281911042752735_thumb.jpg,https://www.28hse.com/rent/apartment/property-3950168,2026-08-02T21:33:05.478720+00:00
3919412,"太子A出口行2分鐘, 大大間，唐8F樓, 沒有電梯 ，有天台用",太子,金華大樓,9800,500,2,1,勝達地產,https://i1.28hse.com/2026/07/202607051727318111664_thumb.jpg,https://www.28hse.com/rent/apartment/property-3919412,2026-08-02T21:33:05.478720+00:00
3948644,查詢本人有影片太子超罕有皇崗巴士站樓下24小時保安行3層靚仔3房快走筍租,太子,歡樂樓,12000,443,3,1,駿輝地產有限公司,https://i1.28hse.com/2026/07/202607271721001695476_thumb.jpg,https://www.28hse.com/rent/apartment/property-3948644,2026-08-02T21:33:05.478720+00:00
3928062,獨家2房1套【大大間電梯洋樓】3分鐘太子站,太子,福民樓,16000,626,2,2,三月地產,https://i1.28hse.com/2026/07/202607111551455805011_thumb.jpg,https://www.28hse.com/rent/apartment/property-3928062,2026-08-02T21:33:05.478720+00:00
3948452,【近地鐵太子站】3房超筍租,太子,歡樂樓,12000,443,3,1,喜居物業(旺角舖),https://i1.28hse.com/2026/07/202607271611198530761_thumb.jpg,https://www.28hse.com/rent/apartment/property-3948452,2026-08-02T21:33:05.478720+00:00
3948126,"兩房簡潔企理,非平地電梯",太子,利泰大樓,16800,407,2,1,晉聯地產(太子),https://i1.28hse.com/2026/07/202607271335008991228_thumb.jpg,https://www.28hse.com/rent/apartment/property-3948126,2026-08-02T21:33:05.478720+00:00
2770837,2房大廳 ，電梯，快約睇!,太子,華寶大廈,16000,411,2,1,兆傲物業顧問有限公司,https://i1.28hse.com/2026/08/202608011152292508962_thumb.jpg,https://www.28hse.com/rent/apartment/property-2770837,2026-08-02T21:33:05.478720+00:00
3947075,太子高質兩房 約睇,太子,利泰大樓,16800,407,2,1,駿輝地產投資有限公司,https://i1.28hse.com/2026/07/202607261505194295399_thumb.jpg,https://www.28hse.com/rent/apartment/property-3947075,2026-08-02T21:33:05.478720+00:00
3945557,~~ 相熟業主，睇岩再傾 ~~,太子,歡樂樓,12000,443,3,1,廣信地產顧問有限公司,https://i1.28hse.com/2026/07/202607242045467771521_thumb.jpg,https://www.28hse.com/rent/apartment/property-3945557,2026-08-02T21:33:05.478720+00:00
3926388,"[實盤] [交吉盤]大2房,有裝修,家庭客至愛,歡迎查詢",太子,頌賢花園,16000,445,2,1,喜居物業(宇宙商場),https://i1.28hse.com/2026/07/202607261715488573245_thumb.jpg,https://www.28hse.com/rent/apartment/property-3926388,2026-08-02T21:33:05.478720+00:00
3933154,**有影片!!【利泰大樓】全屋靚裝 精緻裝修 機會難得 一迅即逝!!,太子,利泰大樓,16800,407,2,1,駿輝地產投資有限公司,https://i1.28hse.com/2026/07/202607151651247619058_thumb.jpg,https://www.28hse.com/rent/apartment/property-3933154,2026-08-02T21:33:05.478720+00:00
3921731,"旺角｜金荔閣 1房2衛｜連平台｜可貓狗｜全屋傢電｜$13,800",太子,金荔閣,13800,480,1,2,駿輝地產旺角有限公司,https://i1.28hse.com/2026/07/202607111220437659826_thumb.jpg,https://www.28hse.com/rent/apartment/property-3921731,2026-08-02T21:33:05.478720+00:00
3942271,✧✧2大房大廳 靚圖積 歡迎睇樓 還價即成✧✧,太子,頌賢花園,16000,445,2,,千億物業 太子分行,https://i1.28hse.com/2026/07/202607221721285244812_thumb.jpg,https://www.28hse.com/rent/apartment/property-3942271,2026-08-02T21:33:05.478720+00:00
3921043,查詢有影片太子超罕有大大件低層樓下應有盡有交通方便靚仔兩房筍租,太子,南苑大廈,17000,463,2,1,駿輝地產有限公司,https://i1.28hse.com/2026/07/202607141653584713735_thumb.jpg,https://www.28hse.com/rent/apartment/property-3921043,2026-08-02T21:33:05.478720+00:00
3941594,"【VR/圖則】3房,全新裝修,24小時保安,太子站出口,直通巴站,屋苑管理",太子,歡樂樓,12000,443,3,1,小村置業有限公司,https://i1.28hse.com/2026/07/202607221132546950437_thumb.jpg,https://www.28hse.com/rent/apartment/property-3941594,2026-08-02T21:33:05.478720+00:00
3940914,【 核心地段 1分鐘地鐵站 實用3房 望公園景 】,太子,寶崙樓,16500,510,3,1,三月地產,https://i1.28hse.com/2026/07/202607211651373283432_thumb.jpg,https://www.28hse.com/rent/apartment/property-3940914,2026-08-02T21:33:05.478720+00:00
3921023,太子高質兩房 約睇,太子,利泰大樓,16800,407,2,1,駿輝地產投資有限公司,https://i1.28hse.com/2026/07/20260723220225327826_thumb.jpg,https://www.28hse.com/rent/apartment/property-3921023,2026-08-02T21:33:05.478720+00:00
3940731,近港鐵 商業契 2房,太子,南苑大廈,17000,464,2,,千億物業 太子分行,https://i1.28hse.com/2026/07/202607211535076710465_thumb.jpg,https://www.28hse.com/rent/apartment/property-3940731,2026-08-02T21:33:05.478720+00:00
3898006,查詢有影片太子道西旺中帶靜非平地電梯大件靚仔乾濕分離實用靚仔兩房快走筍租,太子,利泰大樓,16800,407,2,1,駿輝地產有限公司,https://i1.28hse.com/2026/06/202606241658252673583_thumb.jpg,https://www.28hse.com/rent/apartment/property-3898006,2026-08-02T21:33:05.478720+00:00
3928527,屋苑式大房大廳 太子地鐵站 靚仔裝修 旺中帶靜地段,太子,頌賢花園,16000,445,2,,千億物業 太子分行,https://i1.28hse.com/2026/07/202607181746146767698_thumb.jpg,https://www.28hse.com/rent/apartment/property-3928527,2026-08-02T21:33:05.478720+00:00
3915493,"屋苑管理,24小時保安,交通方便,生活配套,衣食住行.",太子,頌賢花園,16000,445,2,1,金豐物業,https://i1.28hse.com/2026/07/202607031316014983558_thumb.jpg,https://www.28hse.com/rent/apartment/property-3915493,2026-08-02T21:33:05.478720+00:00
3933233,🩵三月🩵【靚裝兩房 ● 5分鐘太子站 ● 乾濕分離廁】*即租即住*,太子,利泰大樓,16800,450,2,1,三月地產,https://i1.28hse.com/2026/07/202607151719475893294_thumb.jpg,https://www.28hse.com/rent/apartment/property-3933233,2026-08-02T21:33:05.478720+00:00
3931766,"全屋傢電,交通方便, 南苑大廈, 2房1廳, 低層",太子,南苑大廈,17000,463,2,1,金暉地產公司,https://i1.28hse.com/2026/07/202607141606258615765_thumb.jpg,https://www.28hse.com/rent/apartment/property-3931766,2026-08-02T21:33:05.478720+00:00
3917649,太子福耀大廈三房一廳租16800,太子,單幢樓房,16800,500,3,1,旗昌地產公司,https://i1.28hse.com/2026/07/202607292147108167479_thumb.jpg,https://www.28hse.com/rent/apartment/property-3917649,2026-08-02T21:33:05.478720+00:00
3921177,【唐4】 1分鐘到太子站 特大2房 將會係全新裝修（裝修中） 筍價出租,太子,砵蘭街442號,13000,475,2,1,富榮地產代理,https://i1.28hse.com/2026/07/202607061948064647634_thumb.jpg,https://www.28hse.com/rent/apartment/property-3921177,2026-08-02T21:33:05.478720+00:00
3872386,"唐1字,靚裝,平租",太子,唐樓,13000,516,2,1,富榮地產代理,https://i1.28hse.com/2026/06/20260602140934659732_thumb.jpg,https://www.28hse.com/rent/apartment/property-3872386,2026-08-02T21:33:05.478720+00:00
3371266,弼街新填地街符近朗豪坊及旺角街市場6分鐘地鐵站平租求好客(唐7樓),太子,,14500,600,3,1,富榮地產代理,https://i1.28hse.com/2026/06/202606251737001923540_thumb.jpg,https://www.28hse.com/rent/apartment/property-3371266,2026-08-02T21:33:05.478720+00:00
2049807,"大房大廳,一家大小,寬敞舒適,有匙即睇",大角咀,中耀樓,14000,406,2,1,名城 (九龍) 地產,https://i1.28hse.com/2026/07/202607301921592922268_thumb.jpg,https://www.28hse.com/rent/apartment/property-2049807,2026-08-02T21:33:05.478720+00:00
3949424,【筍租】新裝三房平租 只求好客,大角咀,中原樓,12800,403,3,,置業2地產代理,https://i1.28hse.com/2026/07/20260728135300838864_thumb.jpg,https://www.28hse.com/rent/apartment/property-3949424,2026-08-02T21:33:05.478720+00:00
2512489,近太子站 超實用四正 可做3房 東南多窗 舒適好住 求好客,大角咀,福和大樓,13800,438,2,,大同地產(塘尾道),https://i1.28hse.com/2023/01/202301111800002177353_thumb.jpg,https://www.28hse.com/rent/apartment/property-2512489,2026-08-02T21:33:05.478720+00:00
3929381,"旺中帶靜,十分鐘到奧海城",大角咀,福興大樓,14900,414,2,1,卓越地產,https://i1.28hse.com/2026/07/202607121846416207123_thumb.jpg,https://www.28hse.com/rent/apartment/property-3929381,2026-08-02T21:33:05.478720+00:00
3934961,又大又新淨！兩房、樓下清淨、洋樓,大角咀,櫻桃大廈,13000,401,2,1,駿輝地產旺角有限公司,https://i1.28hse.com/2026/07/202607302201581806412_thumb.jpg,https://www.28hse.com/rent/apartment/property-3934961,2026-08-02T21:33:05.478720+00:00
3954039,大角咀 超筍兩房洋樓 全新靚裝401呎 12000,大角咀,櫻桃大廈,12000,401,2,1,駿輝地產旺角有限公司,https://i1.28hse.com/2026/07/202607311829491776191_thumb.jpg,https://www.28hse.com/rent/apartment/property-3954039,2026-08-02T21:33:05.478720+00:00
3809091,5分鐘直達鐵路站 大2房大廳 開陽多窗,大角咀,櫻桃大廈,13000,410,2,1,駿輝地產港一有限公司,https://i1.28hse.com/2026/07/202607310225313947431_thumb.jpg,https://www.28hse.com/rent/apartment/property-3809091,2026-08-02T21:33:05.478720+00:00
3825445,獨家大大件【超值2房大廈維修中】5分鐘太子地鐵站,大角咀,長豐大廈,12500,432,2,1,三月地產,https://i1.28hse.com/2026/07/202607171750168402527_thumb.jpg,https://www.28hse.com/rent/apartment/property-3825445,2026-08-02T21:33:05.478720+00:00
3949544,大型屋苑 配套設施完善 交通便利.,大角咀,中原樓,12800,403,3,1,置業2地產代理,https://i1.28hse.com/2026/07/202607281450334590649_thumb.jpg,https://www.28hse.com/rent/apartment/property-3949544,2026-08-02T21:33:05.478720+00:00
2651587,裝修3房大廳平地電梯高層,大角咀,櫻桃大廈,12300,401,2,1,裕發地產代理公司,https://i1.28hse.com/2026/07/202607311643534700171_thumb.jpg,https://www.28hse.com/rent/apartment/property-2651587,2026-08-02T21:33:05.478720+00:00
3943039,5分鐘太子地鐵站 廳大房大兩房 可約睇樓,大角咀,慶年大樓,14500,412,2,1,宇晴地產,https://i1.28hse.com/2026/07/202607231233483582230_thumb.jpg,https://www.28hse.com/rent/apartment/property-3943039,2026-08-02T21:33:05.478720+00:00
3925490,鄰近太子旺角 超實用大廳大房,大角咀,福和大樓,13800,438,2,,大同地產(麗華大廈),https://i1.28hse.com/2026/07/202607221045413759181_thumb.jpg,https://www.28hse.com/rent/apartment/property-3925490,2026-08-02T21:33:05.478720+00:00
3927139,*靚裝3房 適合家庭客 平地電梯 有匙即睇*,大角咀,中原樓,16500,419,3,1,廣信地產顧問有限公司,https://i1.28hse.com/2026/07/202607102040501253495_thumb.jpg,https://www.28hse.com/rent/apartment/property-3927139,2026-08-02T21:33:05.478720+00:00
